rd1	rd1_monOrder	rd1Ori	rd2	rd2_monOrder	rd2Ori	insSizeEstimate	insVector
969956459	m9v4,m10v3,m11v8	F	969987505	m1v2,m2v4,m3v2	R	10201	lgPlasmid
1736635719	m34v3,m1v2,m2v4	F	1736643648	m4v4,m5v6	R	45000	Fosmid
966159712	m8v6,m9v4	F	966124747	m15v4	R	1925	smPlasmid
970612835	m3v2	F	970598910	m33v2,m34v3	R	10201	lgPlasmid
953034569	m32v4,m33v2	R	953044188	m23v1,m24v7	F	1925	smPlasmid
953091289	m641v1,m26v7	R	952431362	m17v3,m18v2	F	1925	smPlasmid
1737439870	m2v2,m3v2,m4v4	R	1737451925	m19v2,m20v3,m21v6	F	40000	Fosmid
1748555548	m14v3,m15v4,m16v1,m17v3	R	1746113930	m31v1,m32v4,m33v2,m34v3	F	12500	lgPlasmid
1734972141	m11v6,m12v1,m13v3	F	1734983035	m17v3,m18v2	R	12000	lgPlasmid
1745940269	m7v4,m8v6,m9v4,m10v3	R	1746657393	m26v7,m27v4,m28v4,m29v2	F	12500	lgPlasmid
1738370954	m10v3,m11v7,m12v1,m13v3	F	1738361763	m26v7,m27v4,m28v4,m29v2	R	11000	lgPlasmid
1744431147	m18v4,m20v3,m21v6	R	1743915166	m19v1,m20v3,m21v6,m22v2	F	10000	lgPlasmid
1743877503	m27v4,m28v4,m29v1,m30v2	R	1744104027	m12v1,m13v3,m14v3,m15v4	F	10000	lgPlasmid
1741837776	m27v4,m28v4,m29v1,m30v2	F	1742719832	m8v6,m9v4,m10v3,m11v7	R	9500	lgPlasmid
939979181	m9v4,m10v3	R	939948957	m16v1,m17v3	F	10201	lgPlasmid
1734921410	m34v3,m1v2,m2v2,m3v2	R	1734915630	m6v1,m7v4,m8v6,m9v4	F	12000	lgPlasmid
1745328939	m17v3,m18v7,m19v2	R	1748552463	m6v1,m7v4	F	12500	lgPlasmid
950825146	m15v4	R	950821574	m5v6,m6v1	F	1925	smPlasmid
950974212	m21v6	R	950994842	m12v5,m13v3	F	1925	smPlasmid
1742538481	m23v1,m24v7,m25v1,m26v2	F	1741482802	m22v3,m23v1,m24v7	R	9500	lgPlasmid
1743247105	m26v7,m27v4,m28v4	F	1744487118	m20v3,m21v6,m22v3	R	10000	lgPlasmid
1736442872	m12v5,m13v3,m14v3	F	1736452037	m1v2,m2v4,m3v2	R	45000	Fosmid
1743964266	m8v6,m9v4,m10v3,m11v7	R	1744491279	m2v4,m3v2,m4v4,m5v6	F	10000	lgPlasmid
1742126583	m3v2,m4v4,m5v6,m6v1	F	1741711509	m32v4,m33v2,m34v3,m1v2	R	9500	lgPlasmid
1746586117	m33v2,m34v3,m1v2,m2v4	F	1748116977	m14v3,m15v4,m16v1	R	12500	lgPlasmid
1737069994	m1v3,m2v4,m3v2,m4v4	R	1737073329	m27v4,m28v4,m29v2,m30v2	F	44000	Fosmid
953829641	m33v2	F	953829330	m8v6,m9v4	R	1925	smPlasmid
1738447339	m18v2,m19v2,m20v3	F	1738439037	m28v4,m29v1,m30v2,m31v1,m32v4	R	11000	lgPlasmid
1734424149	m22v3,m23v1,m24v7,m25v1	R	1734411941	m5v6,m6v1,m7v4,m8v6	F	12000	lgPlasmid
1746884951	m24v7,m25v1,m26v7,m27v4	R	1745545387	m6v1,m7v4,m8v6,m9v4	F	12500	lgPlasmid
1748324855	m34v3,m1v2,m2v2	F	1745778238	m15v4,m16v1,m17v3	R	12500	lgPlasmid
1741894862	m17v3,m18v2,m19v2	R	1745192523	m4v4,m5v6,m6v1	F	9500	lgPlasmid
1743942612	m18v2,m19v2,m20v3	R	1744042723	m15v4,m16v1,m17v3,m18v2	F	10000	lgPlasmid
965959649	m19v2	F	965939042	m27v4	R	1925	smPlasmid
953408746	m21v6	F	953383713	m29v1,m30v2,m31v1	R	1925	smPlasmid
954215634	m1v2	F	954221509	m9v4,m10v3	R	1925	smPlasmid
1745473601	m14v3,m15v4,m16v1,m17v2	R	1748157553	m31v1,m32v4,m33v2,m34v3	F	12500	lgPlasmid
954677808	m19v2,m20v3	F	954697339	m27v4,m28v4	R	1925	smPlasmid
1735323366	m14v3,m15v4,m16v1,m17v3	R	1735327203	m11v6,m12v1,m13v3,m14v3	F	10000	lgPlasmid
1736133322	m9v4,m10v3,m11v6,m12v1	R	1736124932	m1v2,m2v4,m3v2	F	10000	lgPlasmid
1745382171	m13v3,m14v3,m15v4,m16v1	F	1746361636	m32v4,m33v2,m34v3	R	12500	lgPlasmid
1741504778	m6v1,m7v4	R	1741970915	m12v1,m13v3,m14v3,m15v4	F	9500	lgPlasmid
1737750866	m3v2,m4v4,m5v5,m6v1	R	1737746038	m5v6,m6v1,m7v4	F	40000	Fosmid
1744469492	m34v3,m1v2,m2v2,m3v2	R	1744616771	m12v1,m13v3,m14v3,m15v4	F	10000	lgPlasmid
1742353985	m22v3,m23v1,m24v7	R	1742418642	m32v4,m33v2,m34v3	F	9500	lgPlasmid
941153452	m24v7,m25v1	R	941133939	m33v2	F	10201	lgPlasmid
1741373340	m2v4,m3v2,m4v4	R	1741373724	m8v6,m9v4,m62040v1,m11v6	F	9500	lgPlasmid
940426655	m26v6,m27v4,m28v4	R	940458316	m6v1	F	10201	lgPlasmid
1746166321	m5v6,m6v1,m7v4	R	1747226694	m24v7,m25v1,m26v7,m27v4	F	12500	lgPlasmid
1744108736	m28v4,m29v2,m30v2	F	1744524654	m14v3,m15v4,m16v1	R	10000	lgPlasmid
1733603641	m34v3,m1v2,m2v4	R	1733589156	m18v2,m19v2,m20v3	F	43000	Fosmid
1741998595	m34v3,m1v2,m2v2,m3v2	R	1741962899	m8v6,m9v4,m10v3,m11v7	F	9500	lgPlasmid
1734931973	m29v3,m30v2,m31v1	R	1734942848	m3v2,m4v4,m5v6	F	12000	lgPlasmid
1732185436	m8v3	F	1732198096	m12v1,m13v3	R	120000	BAC
1737748494	m31v1,m32v4,m33v2	F	1737744667	m28v4,m29v2,m30v2,m31v1	R	40000	Fosmid
961512337	m14v3,m15v4	R	961479918	m5v6,m6v1,m7v1	F	1925	smPlasmid
1741554503	m3v2,m4v4,m5v6	F	1741965488	m21v6,m22v3,m23v1,m24v7	R	9500	lgPlasmid
1744605842	m19v1,m20v3,m21v6,m22v3	F	1743477554	m15v4,m16v1,m17v3	R	10000	lgPlasmid
1746362210	m34v3,m1v2,m2v2,m3v2	R	1745496408	m26v7,m27v4,m28v4	F	12500	lgPlasmid
954062639	m9v4,m10v3	F	953969647	m18v2,m499v1	R	1925	smPlasmid
1737370464	m14v3,m15v4,m16v1	R	1737354900	m21v6,m22v3,m23v1	F	40000	Fosmid
1741945939	m7v4,m8v6,m9v4	R	1742132736	m16v1,m17v3,m18v2,m19v2	F	9500	lgPlasmid
1738965631	m30v2	F	1738960621	m11v7,m12v1,m13v3,m14v3	R	11000	lgPlasmid
1747168300	m21v6,m22v3	F	1747169832	m1v2,m2v2,m3v2	R	12500	lgPlasmid
1738481815	m30v2,m31v1,m32v4,m33v2	R	1738492816	m19v2,m20v3,m21v6	F	11000	lgPlasmid
1748269141	m5v6,m6v1,m7v4,m8v6	R	1747376238	m24v7,m25v1,m26v7	F	12500	lgPlasmid
1738733965	m6v1,m7v4,m8v6,m9v4	R	1738719510	m18v2,m19v2,m20v3,m21v6	F	11000	lgPlasmid
961179781	m24v7	R	961210695	m15v4,m16v1	F	1925	smPlasmid
1743485926	m22v3,m23v1,m24v7,m25v1	F	1744637561	m19v2,m20v3	R	10000	lgPlasmid
1734872108	m34v3,m1v2,m2v4	R	1734874315	m8v6,m9v4,m10v3,m11v7	F	12000	lgPlasmid
1733419574	m15v4,m16v1,m17v3,m18v2	F	1733434582	m16v1,m17v2,m18v2,m19v2	R	43000	Fosmid
1734349279	m25v1,m26v7,m27v4,m28v4	F	1734357024	m13v3,m14v3,m15v4	R	42000	Fosmid
948436025	m23v1,m24v7	R	948442828	m34v3	F	10201	lgPlasmid
1737354900	m21v6,m22v3,m23v1	F	1737370464	m14v3,m15v4,m16v1	R	40000	Fosmid
1743915166	m19v1,m20v3,m21v6,m22v2	F	1744431147	m18v4,m20v3,m21v6	R	10000	lgPlasmid
1748241548	m23v1,m24v7,m25v2	R	1745266765	m11v6,m12v1,m13v3,m14v3	F	12500	lgPlasmid
1734637200	m20v3,m21v6,m22v3	F	1734631766	m19v2,m20v3,m21v6,m22v3	R	12000	lgPlasmid
1735040974	m28v4,m29v2	R	1735035069	m33v2,m34v3	F	12000	lgPlasmid
953391751	m13v3,m14v3	R	953368268	m4v4,m5v6	F	1925	smPlasmid
1733434582	m16v1,m17v2,m18v2,m19v2	R	1733419574	m15v4,m16v1,m17v3,m18v2	F	43000	Fosmid
952431362	m17v3,m18v2	F	953091289	m641v1,m26v7	R	1925	smPlasmid
969987505	m1v2,m2v4,m3v2	R	969956459	m9v4,m10v3,m11v8	F	10201	lgPlasmid
1745975875	m30v2,m31v1,m32v4,m33v2	F	1748835126	m19v2,m20v3,m21v6	R	12500	lgPlasmid
1737786314	m47512v1,m63564v1,m14v4	F	1737776832	m17v3,m18v2,m19v2	R	40000	Fosmid
1736637431	m6v1,m7v4	R	1736633955	m21v6,m22v3,m23v1	F	45000	Fosmid
1746733069	m31v1,m32v4,m33v2,m34v3	F	1745351740	m21v6,m22v3,m23v1	R	12500	lgPlasmid
1737766059	m28v4,m29v2,m30v2,m31v1	F	1737771268	m11v6	R	40000	Fosmid
966727233	m25v1,m26v7	F	966704522	m32v4,m33v2	R	1925	smPlasmid
1742909797	m11v7,m12v1,m13v3,m14v3	F	1743879421	m3v2,m4v4,m5v6,m6v1	R	10000	lgPlasmid
1735118393	m6v1,m7v4,m8v6	R	1735109955	m9v4,m10v3,m11v7,m12v1	F	43000	Fosmid
941221115	m8v6	R	941227941	m17v3	F	10201	lgPlasmid
1742642869	m23v1,m24v7,m25v1	R	1742480737	m21v6,m22v3,m23v1,m24v7	F	9500	lgPlasmid
1746011918	m22v2,m23v1,m24v7,m25v2	R	1747240363	m30v2,m31v1,m32v4	F	12500	lgPlasmid
1742313628	m19v2,m20v3,m21v6	F	1742248346	m5v6,m6v1,m7v4,m8v6	R	9500	lgPlasmid
1748674933	m29v1,m30v2,m31v1	F	1745324109	m11v7,m12v1,m13v3,m13v3	R	12500	lgPlasmid
953922217	m32v4	F	953906096	m7v4	R	1925	smPlasmid
1742328026	m1v2,m2v2,m3v2	R	1742459400	m8v6,m9v4,m10v3,m11v6	F	9500	lgPlasmid
991915833	m10v3,m11v7	F	991940696	m18v2,m19v2	R	1925	smPlasmid
952512922	m30v2	F	952487833	m5v5	R	1925	smPlasmid
1733798380	m12v1,m72907v1,m97078v1	R	1733798104	m19v2,m20v3,m21v6,m22v3	F	43000	Fosmid
1735109955	m9v4,m10v3,m11v7,m12v1	F	1735118393	m6v1,m7v4,m8v6	R	43000	Fosmid
953989588	m18v2	F	954011267	m27v4	R	1925	smPlasmid
1746113930	m31v1,m32v4,m33v2,m34v3	F	1748555548	m14v3,m15v4,m16v1,m17v3	R	12500	lgPlasmid
1734442292	m5v6,m6v1,m7v4,m8v6	R	1734428887	m27v4,m28v4,m29v1,m30v2,m31v1	F	12000	lgPlasmid
1742967207	m47512v1,m63564v1,m14v4,m15v4	F	1744649288	m7v4,m8v6,m9v4,m10v3	R	10000	lgPlasmid
939299507	m32v4,m33v2	F	939330435	m19v2,m20v3	R	10201	lgPlasmid
1744254857	m23v1,m24v7,m25v1,m26v7	R	1743483841	m23v1,m24v7,m25v1	F	10000	lgPlasmid
954242116	m18v5	F	954270871	m26v4	R	1925	smPlasmid
1742947849	m31v1,m32v4,m33v2	F	1743758545	m6v1,m7v4,m8v6	R	10000	lgPlasmid
1737540949	m15v4,m16v1,m17v3	R	1737548723	m20v3,m21v6,m22v3,m23v1	F	40000	Fosmid
1743879421	m3v2,m4v4,m5v6,m6v1	R	1742909797	m11v7,m12v1,m13v3,m14v3	F	10000	lgPlasmid
1733515705	m31v1,m32v4	R	1733504823	m34v3,m1v2,m2v2,m3v2	F	44000	Fosmid
1748761300	m32v4,m33v2,m34v3,m1v2	F	1747301767	m14v3,m15v4,m16v1,m17v2	R	12500	lgPlasmid
970080540	m21v5,m22v3	R	970039095	m4v4,m5v6	F	10201	lgPlasmid
951487204	m2v2	R	951463476	m27v4,m28v4	F	1925	smPlasmid
1744616771	m12v1,m13v3,m14v3,m15v4	F	1744469492	m34v3,m1v2,m2v2,m3v2	R	10000	lgPlasmid
951232013	m17v3,m18v2	R	951257375	m9v4,m10v3	F	1925	smPlasmid
947322602	m18v2,m19v1	F	947346831	m26v7,m27v4	R	1925	smPlasmid
1738249602	m18v2,m19v2,m20v3	F	1738253890	m8v6,m9v4,m10v3	R	11000	lgPlasmid
1745890420	m34v3,m1v2,m2v4	R	1746538043	m19v2,m20v3,m21v6	F	12500	lgPlasmid
1747591489	m13v3,m14v3,m15v4	F	1747916860	m31v1,m32v4,m33v1	R	12500	lgPlasmid
965562324	m18v2,m19v2	F	961846244	m26v7,m27v4	R	1925	smPlasmid
1747916860	m31v1,m32v4,m33v1	R	1747591489	m13v3,m14v3,m15v4	F	12500	lgPlasmid
1735937693	m11v7,m12v1	R	1735930277	m9v4,m10v3,m11v7	F	10000	lgPlasmid
1732259603	m12v1,m13v3	R	1732262435	m17v3,m18v2,m19v2	F	120000	BAC
939970433	m7v4,m8v6	F	939940501	m28v4,m29v2	R	10201	lgPlasmid
947389698	m32v4	R	947370525	m24v7,m25v1	F	1925	smPlasmid
1737657979	m13v3,m14v3,m15v4,m16v1	R	1737664218	m27v4,m28v4,m29v3,m30v2	F	40000	Fosmid
1736225138	m15v4,m16v1,m17v3,m18v2	F	1736218290	m2v4,m3v2,m4v4	R	45000	Fosmid
947458696	m26v6	F	947478701	m34v3	R	1925	smPlasmid
1748407462	m18v2,m19v2,m20v3	F	1745963315	m5v6,m6v1,m7v4	R	12500	lgPlasmid
1738877196	m1v2,m2v4,m3v2,m4v4	F	1738872685	m17v3,m18v7,m19v2,m20v3	R	11000	lgPlasmid
1733431975	m8v6,m9v4,m10v3,m11v6	F	1733423420	m9v4,m10v3,m11v7,m12v1	R	43000	Fosmid
1744260136	m1v2,m2v2,m3v2	F	1744305639	m7v4,m8v6,m9v4,m10v3	R	10000	lgPlasmid
951498351	m11v7,m12v1	R	951474604	m4v4	F	1925	smPlasmid
1742373059	m22v3,m23v1,m24v7,m25v1	R	1742372963	m25v1,m26v2,m27v4,m28v4	F	9500	lgPlasmid
1747877798	m15v4,m16v1,m17v3,m18v2	F	1746412346	m32v4,m33v2,m34v3,m1v2	R	12500	lgPlasmid
953044188	m23v1,m24v7	F	953034569	m32v4,m33v2	R	1925	smPlasmid
940261288	m25v1,m26v7	F	940291572	m6v1,m7v4	R	10201	lgPlasmid
1741970915	m12v1,m13v3,m14v3,m15v4	F	1741504778	m6v1,m7v4	R	9500	lgPlasmid
1748434726	m12v1,m13v3,m14v3,m15v4	R	1745506108	m29v2,m30v2	F	12500	lgPlasmid
966124747	m15v4	R	966159712	m8v6,m9v4	F	1925	smPlasmid
1738314742	m11v7,m12v5,m13v3,m14v3	R	1738306151	m31v1,m32v4,m33v2,m34v3	F	11000	lgPlasmid
1745985220	m31v1,m32v4,m33v2	F	1747285767	m10v3,m11v7,m12v1,m13v3	R	12500	lgPlasmid
1744309507	m13v3,m14v3,m15v4,m16v1	R	1743558036	m9v4,m10v3,m11v7,m12v1	F	10000	lgPlasmid
1742530423	m8v6,m9v4,m62040v1	R	1742435027	m13v3,m14v3,m15v7	F	9500	lgPlasmid
970039095	m4v4,m5v6	F	970080540	m21v5,m22v3	R	10201	lgPlasmid
940326422	m9v4,m10v3	F	940349326	m28v4,m29v2	R	10201	lgPlasmid
1735371440	m9v4,m10v3,m11v7	R	1735364129	m14v3,m15v4	F	10000	lgPlasmid
939549431	m14v3,m15v4	F	939576736	m2v2,m3v2	R	10201	lgPlasmid
1736597837	m22v3,m23v1,m24v7	R	1736603513	m6v1,m7v4,m8v6,m9v4	F	45000	Fosmid
940191682	m20v3	R	940223424	m32v4	F	10201	lgPlasmid
966985289	m21v6	R	967015903	m12v1,m13v3	F	1925	smPlasmid
1736479115	m11v7,m12v1,m13v3,m14v3	F	1736474481	m10v3,m11v7,m12v1,m13v3	R	45000	Fosmid
1735035069	m33v2,m34v3	F	1735040974	m28v4,m29v2	R	12000	lgPlasmid
1745620791	m31v1,m32v4,m33v2,m34v3	F	1748708547	m11v7,m12v1,m13v3	R	12500	lgPlasmid
1746055992	m5v5,m6v1,m7v4	R	1745763968	m15v4,m16v1,m17v2,m18v2	F	12500	lgPlasmid
1745963315	m5v6,m6v1,m7v4	R	1748407462	m18v2,m19v2,m20v3	F	12500	lgPlasmid
953368268	m4v4,m5v6	F	953391751	m13v3,m14v3	R	1925	smPlasmid
1738826369	m26v7	R	1738812635	m17v3,m18v2,m19v2,m20v3	F	11000	lgPlasmid
954697339	m27v4,m28v4	R	954677808	m19v2,m20v3	F	1925	smPlasmid
1745541407	m11v7,m12v1,m13v3	R	1748499954	m26v7,m27v4,m28v4	F	12500	lgPlasmid
939330435	m19v2,m20v3	R	939299507	m32v4,m33v2	F	10201	lgPlasmid
1741423730	m20v3,m21v6,m22v3,m23v1	F	1742475710	m19v2,m20v3,m21v6,m22v3	R	9500	lgPlasmid
1747169832	m1v2,m2v2,m3v2	R	1747168300	m21v6,m22v3	F	12500	lgPlasmid
941087447	m25v1	F	941108141	m11v6,m12v1	R	10201	lgPlasmid
950921348	m20v3	F	950881889	m30v2	R	1925	smPlasmid
1743515040	m2v4,m3v4,m4v1,m5v6	F	1743854637	m6v5,m7v4,m8v6	R	10000	lgPlasmid
1737296596	m31v1,m32v4,m33v2,m34v3	F	1737308102	m25v1,m26v7,m27v4,m28v4	R	40000	Fosmid
1736257589	m29v1,m30v2	R	1736253557	m17v3,m18v2,m19v2	F	45000	Fosmid
1747067025	m10v3,m11v6,m12v1	F	1747992438	m29v1,m30v2,m31v1,m32v4	R	12500	lgPlasmid
1748116977	m14v3,m15v4,m16v1	R	1746586117	m33v2,m34v3,m1v2,m2v4	F	12500	lgPlasmid
1742248346	m5v6,m6v1,m7v4,m8v6	R	1742313628	m19v2,m20v3,m21v6	F	9500	lgPlasmid
1738510245	m2v4,m3v4,m4v1,m5v6,m6v1	F	1738508026	m5v4,m6v5	R	11000	lgPlasmid
1734510857	m10v3,m11v7,m12v1	F	1734508750	m30v2,m31v1,m32v4,m33v2	R	12000	lgPlasmid
1734874315	m8v6,m9v4,m10v3,m11v7	F	1734872108	m34v3,m1v2,m2v4	R	12000	lgPlasmid
939754847	m7v4,m8v6	F	939730668	m28v4,m29v2	R	10201	lgPlasmid
1746497587	m17v3,m18v2,m19v2	F	1748292335	m4v4,m5v6,m6v1,m7v4	R	12500	lgPlasmid
941215448	m21v6	R	941189737	m26v2,m27v4	F	10201	lgPlasmid
951398237	m19v2,m20v3	F	951378789	m28v4	R	1925	smPlasmid
970598910	m33v2,m34v3	R	970612835	m3v2	F	10201	lgPlasmid
965939042	m27v4	R	965959649	m19v2	F	1925	smPlasmid
961479918	m5v6,m6v1,m7v1	F	961512337	m14v3,m15v4	R	1925	smPlasmid
1744524654	m14v3,m15v4,m16v1	R	1744108736	m28v4,m29v2,m30v2	F	10000	lgPlasmid
965872938	m26v6,m27v4,m28v4	R	965905320	m19v2,m20v3	F	1925	smPlasmid
1732262435	m17v3,m18v2,m19v2	F	1732259603	m12v1,m13v3	R	120000	BAC
952365555	m2v4,m3v2	R	952344326	m29v2	F	1925	smPlasmid
970626449	m23v1,m24v7	R	970642397	m34v3,m1v2	F	10201	lgPlasmid
1735998420	m24v7	F	1735986513	m8v6,m9v4,m10v3	R	10000	lgPlasmid
1737664218	m27v4,m28v4,m29v3,m30v2	F	1737657979	m13v3,m14v3,m15v4,m16v1	R	40000	Fosmid
939948957	m16v1,m17v3	F	939979181	m9v4,m10v3	R	10201	lgPlasmid
1746538043	m19v2,m20v3,m21v6	F	1745890420	m34v3,m1v2,m2v4	R	12500	lgPlasmid
991163620	m1v2,m2v4	F	966391535	m10v3,m11v6	R	1925	smPlasmid
947478701	m34v3	R	947458696	m26v6	F	1925	smPlasmid
1734474957	m31v1,m32v4,m33v2,m34v3	R	1734479918	m15v4,m16v1,m17v2,m18v2	F	12000	lgPlasmid
1737776832	m17v3,m18v2,m19v2	R	1737786314	m47512v1,m63564v1,m14v4	F	40000	Fosmid
965678984	m12v1	F	965661228	m18v2,m19v2	R	1925	smPlasmid
966913505	m4v4	F	966891399	m12v1	R	1925	smPlasmid
953632105	m3v2,m4v4	R	953613234	m28v4	F	1925	smPlasmid
991968991	m9v4	R	991991779	m2v2	F	1925	smPlasmid
1736218290	m2v4,m3v2,m4v4	R	1736225138	m15v4,m16v1,m17v3,m18v2	F	45000	Fosmid
1737571140	m20v3	R	1737560181	m4v4,m5v6,m6v1,m7v4	F	40000	Fosmid
1732198096	m12v1,m13v3	R	1732185436	m8v3	F	120000	BAC
1735806159	m31v1,m32v4,m33v2,m34v3	R	1735815593	m4v4,m5v6,m6v1,m7v4	F	10000	lgPlasmid
1748825066	m33v2,m34v3,m1v2,m2v4	R	1747101333	m13v3,m13v3,m14v3,m15v4	F	12500	lgPlasmid
952428406	m3v2	F	952405231	m11v7	R	1925	smPlasmid
954948284	m1v2,m2v4	F	961148088	m11v7	R	1925	smPlasmid
1735638845	m19v2,m20v3,m21v6	F	1735635572	m11v6,m12v1,m13v3,m14v3	R	10000	lgPlasmid
940234560	m21v4,m22v3,m23v1	R	940203097	m22v3,m23v1	F	10201	lgPlasmid
965712332	m9v4,m10v3	F	965745768	m17v2,m18v2,m19v2	R	1925	smPlasmid
1742087593	m9v5,m10v3,m11v7	R	1742086346	m17v2,m18v2,m19v2	F	9500	lgPlasmid
951474604	m4v4	F	951498351	m11v7,m12v1	R	1925	smPlasmid
1747301767	m14v3,m15v4,m16v1,m17v2	R	1748761300	m32v4,m33v2,m34v3,m1v2	F	12500	lgPlasmid
1743477554	m15v4,m16v1,m17v3	R	1744605842	m19v1,m20v3,m21v6,m22v3	F	10000	lgPlasmid
947536036	m14v3,m15v4	R	947524014	m5v6,m6v1	F	1925	smPlasmid
1738253890	m8v6,m9v4,m10v3	R	1738249602	m18v2,m19v2,m20v3	F	11000	lgPlasmid
1744305639	m7v4,m8v6,m9v4,m10v3	R	1744260136	m1v2,m2v2,m3v2	F	10000	lgPlasmid
950821574	m5v6,m6v1	F	950825146	m15v4	R	1925	smPlasmid
1742812477	m28v4,m29v1,m30v2	R	1742438399	m34v3,m1v2,m2v4	F	9500	lgPlasmid
953330113	m2v2	R	953357139	m27v4	F	1925	smPlasmid
1733504823	m34v3,m1v2,m2v2,m3v2	F	1733515705	m31v1,m32v4	R	44000	Fosmid
1746353435	m20v3,m21v6	R	1748347438	m5v4,m6v5,m7v4,m8v6	F	12500	lgPlasmid
1743230490	m23v1,m24v7,m25v1	F	1743129221	m32v4,m33v2,m34v3	R	10000	lgPlasmid
1737021684	m11v7,m12v1,m13v3,m14v3	F	1737013925	m19v1,m20v3,m21v6	R	44000	Fosmid
951378789	m28v4	R	951398237	m19v2,m20v3	F	1925	smPlasmid
1747240363	m30v2,m31v1,m32v4	F	1746011918	m22v2,m23v1,m24v7,m25v2	R	12500	lgPlasmid
1739413569	m11v7,m12v1,m13v3	R	1739408657	m32v4,m33v2,m34v3	F	45000	Fosmid
1735327203	m11v6,m12v1,m13v3,m14v3	F	1735323366	m14v3,m15v4,m16v1,m17v3	R	10000	lgPlasmid
1744068317	m26v7,m27v4,m28v4,m29v1	F	1742844157	m23v1,m24v7,m641v1,m26v7	R	10000	lgPlasmid
1743591424	m18v2,m19v2,m20v3	F	1743808905	m26v7,m27v4,m28v4,m29v1	R	10000	lgPlasmid
1746481210	m5v6,m6v1,m7v4,m8v6	R	1746245674	m26v7,m27v4,m28v4	F	12500	lgPlasmid
1743516896	m9v4,m10v3,m11v6,m12v1	F	1744625840	m6v1,m7v4,m8v6,m9v4	R	10000	lgPlasmid
1747226694	m24v7,m25v1,m26v7,m27v4	F	1746166321	m5v6,m6v1,m7v4	R	12500	lgPlasmid
940223424	m32v4	F	940191682	m20v3	R	10201	lgPlasmid
951198686	m17v2	R	951175013	m8v6	F	1925	smPlasmid
954270871	m26v4	R	954242116	m18v5	F	1925	smPlasmid
1745266762	m11v6,m12v1,m13v3,m14v3	F	1748241525	m23v1,m24v7,m25v2	R	12500	lgPlasmid
1748488143	m33v1,m34v3,m1v2,m2v2	F	1748516226	m12v1,m13v3,m13v3,m14v3	R	12500	lgPlasmid
1734983035	m17v3,m18v2	R	1734972141	m11v6,m12v1,m13v3	F	12000	lgPlasmid
1738106614	m32v4,m33v2,m34v3	R	1738097112	m17v2,m18v2,m19v2	F	11000	lgPlasmid
966871538	m36639v1,m50978v1,m25v2	F	966849346	m32v4	R	1925	smPlasmid
1744234564	m15v7,m16v1	F	1743058653	m25v1	R	10000	lgPlasmid
1746443223	m22v3,m23v1,m24v7	R	1747182150	m3v2,m4v4,m5v6,m6v1	F	12500	lgPlasmid
1736999055	m33v2,m34v3,m1v2	R	1737011545	m11v7,m12v1,m13v3,m14v3	F	44000	Fosmid
1734734203	m23v1,m24v7,m25v1,m26v6	R	1734745715	m8v6,m9v4,m10v3	F	12000	lgPlasmid
1745147757	m28v4	F	1745146400	m9v4	R	40000	Fosmid
1747217314	m17v3,m18v2,m19v2,m20v3	F	1745879033	m30v2,m31v1,m32v4,m33v2	R	12500	lgPlasmid
1739080586	m10v3,m11v6,m12v1,m13v3	R	1739075208	m21v6,m22v3,m23v1,m24v7	F	11000	lgPlasmid
961148088	m11v7	R	954948284	m1v2,m2v4	F	1925	smPlasmid
1734521483	m31v1,m32v4,m33v2,m34v3	R	1734509156	m19v2,m20v3,m21v6	F	12000	lgPlasmid
1734509156	m19v2,m20v3,m21v6	F	1734521483	m31v1,m32v4,m33v2,m34v3	R	12000	lgPlasmid
951175013	m8v6	F	951198686	m17v2	R	1925	smPlasmid
967254264	m19v2	R	966386268	m11v7,m12v5	F	1925	smPlasmid
1738187435	m7v4,m8v6,m9v4,m10v3	F	1738191847	m29v1,m30v2,m31v1	R	11000	lgPlasmid
1735904290	m31v1,m32v4,m34v3	F	1735908395	m27v4,m28v4,m29v2	R	10000	lgPlasmid
1747182150	m3v2,m4v4,m5v6,m6v1	F	1746443223	m22v3,m23v1,m24v7	R	12500	lgPlasmid
1734915630	m6v1,m7v4,m8v6,m9v4	F	1734921410	m34v3,m1v2,m2v2,m3v2	R	12000	lgPlasmid
1743058653	m25v1	R	1744234564	m15v7,m16v1	F	10000	lgPlasmid
940445803	m5v6	R	940416945	m15v4	F	10201	lgPlasmid
1737203016	m6v1,m7v4,m8v6,m9v4	F	1737212813	m18v2,m19v2,m20v3	R	44000	Fosmid
1748708547	m11v7,m12v1,m13v3	R	1745620791	m31v1,m32v4,m33v2,m34v3	F	12500	lgPlasmid
1745146400	m9v4	R	1745147757	m28v4	F	40000	Fosmid
1735471886	m7v5,m88584v1,m38774v1	R	1735459045	m9v4,m10v3,m11v7	F	10000	lgPlasmid
961168016	m22v3	R	961199384	m13v3,m14v3	F	1925	smPlasmid
1735668559	m18v2,m19v2,m20v3	R	1735673230	m17v2,m18v2,m19v2	F	10000	lgPlasmid
939140975	m18v2,m19v2	F	939162330	m12v1	R	10201	lgPlasmid
951440068	m24v7,m25v1,m26v7	R	951415636	m15v4,m16v1	F	1925	smPlasmid
1737560181	m4v4,m5v6,m6v1,m7v4	F	1737571140	m20v3	R	40000	Fosmid
1748681455	m23v1,m24v7,m25v1	R	1745936389	m6v1,m7v4,m8v6	F	12500	lgPlasmid
