GTEX-N7MS-0007-SM-2D7W1	wholeBlood	N7MS
GTEX-N7MS-0008-SM-4E3JI	cellsTransformedfibroblasts	N7MS
GTEX-N7MS-0011-R10A-SM-2HMJK	brainFrontalCortex	N7MS
GTEX-N7MS-0011-R11A-SM-2HMJS	brainCerebellarHemisphere	N7MS
GTEX-N7MS-0011-R1a-SM-2HMJG	brainHippocampus	N7MS
GTEX-N7MS-0011-R2a-SM-2HML6	brainSubstantianigra	N7MS
GTEX-N7MS-0011-R3a-SM-33HC6	brainAnteriorcingulatecortex	N7MS
GTEX-N7MS-0011-R4a-SM-2HMKW	brainAmygdala	N7MS
GTEX-N7MS-0011-R5a-SM-2HMK8	brainCaudate	N7MS
GTEX-N7MS-0011-R6a-SM-2HMJ4	brainNucleusaccumbens	N7MS
GTEX-N7MS-0011-R7a-SM-2HMKN	brainPutamen	N7MS
GTEX-N7MS-0011-R8a-SM-2YUMK	brainHypothalamus	N7MS
GTEX-N7MS-0126-SM-3TW8O	testis	N7MS
GTEX-N7MS-0225-SM-4E3HO	skinSunExposed	N7MS
GTEX-N7MS-0326-SM-4E3K2	adiposeSubcutaneous	N7MS
GTEX-N7MS-0426-SM-2YUN6	muscleSkeletal	N7MS
GTEX-N7MS-0526-SM-4E3JP	nerveTibial	N7MS
GTEX-N7MS-0626-SM-2YUN7	arteryTibial	N7MS
GTEX-N7MS-0826-SM-2HML4	heartLeftVentricle	N7MS
GTEX-N7MS-0926-SM-2HMIZ	lung	N7MS
GTEX-N7MS-1626-SM-3LK5F	kidneyCortex	N7MS
GTEX-N7MS-2326-SM-2HMLD	thyroid	N7MS
GTEX-N7MS-2526-SM-2D7W3	brainCerebellum	N7MS
GTEX-N7MS-2625-SM-3LK77	pituitary	N7MS
GTEX-N7MT-0007-SM-3GACQ	wholeBlood	N7MT
GTEX-N7MT-0011-R10A-SM-2I3E1	brainFrontalCortex	N7MT
GTEX-N7MT-0011-R2a-SM-2I3GI	brainSubstantianigra	N7MT
GTEX-N7MT-0011-R3a-SM-2I3GC	brainAnteriorcingulatecortex	N7MT
GTEX-N7MT-0011-R4a-SM-2I3G9	brainAmygdala	N7MT
GTEX-N7MT-0011-R5a-SM-2I3G6	brainCaudate	N7MT
GTEX-N7MT-0011-R6a-SM-2I3G3	brainNucleusaccumbens	N7MT
GTEX-N7MT-0011-R7a-SM-2I3FZ	brainPutamen	N7MT
GTEX-N7MT-0011-R8a-SM-2I5GU	brainHypothalamus	N7MT
GTEX-N7MT-0126-SM-2D7VT	lung	N7MT
GTEX-N7MT-0326-SM-48TDP	esophagusMucosa	N7MT
GTEX-N7MT-0726-SM-3TW8S	uterus	N7MT
GTEX-N7MT-1026-SM-3TW8T	pituitary	N7MT
GTEX-N7MT-1226-SM-2D7W4	brainCerebellum	N7MT
GTEX-N7MT-1426-SM-3LK5M	arteryAorta	N7MT
GTEX-N7MT-1926-SM-3LK5N	vagina	N7MT
GTEX-NFK9-0006-SM-3GACS	wholeBlood	NFK9
GTEX-NFK9-0008-SM-4E3JE	cellsTransformedfibroblasts	NFK9
GTEX-NFK9-0126-SM-3LK5H	testis	NFK9
GTEX-NFK9-0226-SM-2HMKQ	skinSunExposed	NFK9
GTEX-NFK9-0326-SM-3MJGV	adiposeSubcutaneous	NFK9
GTEX-NFK9-0426-SM-2YUNK	nerveTibial	NFK9
GTEX-NFK9-0526-SM-2YUNL	arteryTibial	NFK9
GTEX-NFK9-0626-SM-2HMIV	muscleSkeletal	NFK9
GTEX-NFK9-0726-SM-2HMJW	thyroid	NFK9
GTEX-NFK9-0926-SM-2HMJU	heartLeftVentricle	NFK9
GTEX-NFK9-1026-SM-2HMK1	lung	NFK9
GTEX-NFK9-1126-SM-3LK78	esophagusMucosa	NFK9
GTEX-NFK9-1226-SM-3LK79	esophagusMuscularis	NFK9
GTEX-NFK9-1326-SM-3LK5I	arteryAorta	NFK9
GTEX-NFK9-1526-SM-3LK7B	stomach	NFK9
GTEX-NFK9-1626-SM-3LK5J	pancreas	NFK9
GTEX-NFK9-1726-SM-3TW8P	adrenalGland	NFK9
GTEX-NFK9-2026-SM-3LK5K	colonTransverse	NFK9
GTEX-NFK9-2226-SM-3MJGP	prostate	NFK9
GTEX-NL3G-0008-SM-4E3JX	cellsTransformedfibroblasts	NL3G
GTEX-NL3H-0006-SM-2I3FW	wholeBlood	NL3H
GTEX-NL3H-0008-SM-4E3HU	cellsTransformedfibroblasts	NL3H
GTEX-NL3H-0011-R10A-SM-2I3E9	brainFrontalCortex	NL3H
GTEX-NL3H-0011-R11A-SM-2I3E6	brainCerebellarHemisphere	NL3H
GTEX-NL3H-0011-R1a-SM-48TDJ	brainHippocampus	NL3H
GTEX-NL3H-0011-R2a-SM-2I3GG	brainSubstantianigra	NL3H
GTEX-NL3H-0011-R3a-SM-2I3GL	brainAnteriorcingulatecortex	NL3H
GTEX-NL3H-0011-R4a-SM-2I3GK	brainAmygdala	NL3H
GTEX-NL3H-0011-R5a-SM-2I3GB	brainCaudate	NL3H
GTEX-NL3H-0011-R6a-SM-2I3G8	brainNucleusaccumbens	NL3H
GTEX-NL3H-0011-R7a-SM-2I3G5	brainPutamen	NL3H
GTEX-NL4W-0006-SM-2I3GH	wholeBlood	NL4W
GTEX-NL4W-0008-SM-4E3I2	cellsTransformedfibroblasts	NL4W
GTEX-NL4W-0011-R10A-SM-2I3DY	brainFrontalCortex	NL4W
GTEX-NL4W-0011-R11A-SM-2I3DW	brainCerebellarHemisphere	NL4W
GTEX-NL4W-0011-R2a-SM-2I5GV	brainSubstantianigra	NL4W
GTEX-NL4W-0011-R4a-SM-2I5GZ	brainAmygdala	NL4W
GTEX-NL4W-0011-R5a-SM-2I3GD	brainCaudate	NL4W
GTEX-NL4W-0011-R6a-SM-2I3GA	brainNucleusaccumbens	NL4W
GTEX-NL4W-0011-R8a-SM-2I3G4	brainHypothalamus	NL4W
GTEX-NL4W-0011-R9a-SM-2I3G1	brainSpinalcord	NL4W
GTEX-NPJ7-0006-SM-3GACR	wholeBlood	NPJ7
GTEX-NPJ7-0008-SM-4E3JS	cellsTransformedfibroblasts	NPJ7
GTEX-NPJ7-0011-R10A-SM-2I3E5	brainFrontalCortex	NPJ7
GTEX-NPJ7-0011-R11A-SM-2I3E8	brainCerebellarHemisphere	NPJ7
GTEX-NPJ7-0011-R1a-SM-3GACT	brainHippocampus	NPJ7
GTEX-NPJ7-0011-R2a-SM-2I3GF	brainSubstantianigra	NPJ7
GTEX-NPJ7-0011-R4a-SM-2I3GJ	brainAmygdala	NPJ7
GTEX-NPJ7-0011-R5a-SM-33HBK	brainCaudate	NPJ7
GTEX-NPJ7-0011-R6a-SM-2I3G7	brainNucleusaccumbens	NPJ7
GTEX-NPJ7-0011-R8a-SM-2I3G2	brainHypothalamus	NPJ7
GTEX-NPJ7-0011-R9a-SM-2TC5R	brainSpinalcord	NPJ7
GTEX-NPJ7-1326-SM-3MJHO	arteryCoronary	NPJ7
GTEX-NPJ7-1726-SM-2YUNA	nerveTibial	NPJ7
GTEX-NPJ7-2726-SM-2I3FT	brainCortex	NPJ7
GTEX-NPJ7-2826-SM-2I3FU	brainCerebellum	NPJ7
GTEX-NPJ7-2926-SM-3MJGQ	pituitary	NPJ7
GTEX-NPJ8-0007-SM-2D7VX	wholeBlood	NPJ8
GTEX-NPJ8-0011-R10A-SM-2YUMO	brainFrontalCortex	NPJ8
GTEX-NPJ8-0011-R11A-SM-2YUMS	brainCerebellarHemisphere	NPJ8
GTEX-NPJ8-0011-R1a-SM-33HCB	brainHippocampus	NPJ8
GTEX-NPJ8-0011-R2a-SM-2TC6M	brainSubstantianigra	NPJ8
GTEX-NPJ8-0011-R3a-SM-2HMIW	brainAnteriorcingulatecortex	NPJ8
GTEX-NPJ8-0011-R4a-SM-2HML3	brainAmygdala	NPJ8
GTEX-NPJ8-0011-R5a-SM-2HMJY	brainCaudate	NPJ8
GTEX-NPJ8-0011-R6a-SM-2HMKB	brainNucleusaccumbens	NPJ8
GTEX-NPJ8-0011-R7a-SM-2HMJV	brainPutamen	NPJ8
GTEX-NPJ8-0011-R8a-SM-2HMLG	brainHypothalamus	NPJ8
GTEX-NPJ8-0011-R9a-SM-2YUN5	brainSpinalcord	NPJ8
GTEX-NPJ8-0126-SM-2YUNR	skinSunExposed	NPJ8
