AFFX-MurIL4_at	101	1.244,1.619,1.301,0.034,-1.644,-1.644,-1.644,-1.644,-1.644,-1.644,-0.012,0.282,-1.644,-1.644,-1.644,1.802,-0.381,0.079,1.409,1.204,2.000,1.122,1.444,1.829,0.816,-1.644,2.383,1.100,-1.644,1.510,1.392,-1.644,-1.644,-1.644,0.320,-1.644,0.204,-1.644,0.892,0.842,0.735,0.589,-1.644,1.409,-1.644,0.282,-1.644,1.965,0.789,0.526,-1.644,2.558,0.762,-0.012,-1.644,0.034,1.100,1.338,-0.573,-1.644,-1.644,-1.644,0.816,-0.573,0.678,0.526,1.427,2.596,-1.644,-1.644,-1.644,-0.059,-0.059,1.892,0.735,1.965,-0.442,0.707,0.034,0.988,0.079,0.282,1.762,1.034,-1.644,-1.644,-1.644,0.392,1.338,2.365,2.566,2.929,2.589,2.244,2.558,1.707,1.409,0.320,-0.381,2.418,1.929,
AFFX-MurFAS_at	101	0.043,-0.062,-0.477,0.704,0.231,-0.254,-0.477,-0.254,0.108,-0.924,-2.062,-0.026,0.289,0.043,-0.214,0.474,-0.098,0.682,0.201,1.424,0.704,0.570,0.474,0.864,0.043,0.902,0.449,0.260,-0.576,0.371,-0.576,0.398,0.449,-2.062,0.806,-0.174,0.171,0.009,0.725,0.661,1.424,-0.136,0.371,0.344,-0.576,-0.430,-2.062,0.725,-0.026,-0.683,-0.214,1.231,-2.062,1.436,-0.026,-0.860,0.786,0.845,-0.430,0.108,-0.214,0.474,1.201,-2.062,0.317,-2.062,0.766,-2.062,0.704,-0.136,-2.062,0.371,-0.629,-0.339,0.523,-0.576,0.009,0.140,-0.062,0.864,0.661,0.424,0.140,0.682,0.260,0.371,0.140,1.171,0.424,-0.214,1.786,2.511,1.594,-2.062,-2.062,0.171,-0.430,0.806,-0.254,-2.062,-2.062,
AFFX-BioB-5_at	101	0.448,1.343,-0.126,-0.055,0.820,-0.039,0.667,-0.242,-0.055,0.038,-0.567,-0.008,-0.899,-0.389,-0.444,-0.137,0.063,-0.039,-2.522,-2.928,-4.815,-3.613,-2.645,-2.645,0.033,0.507,-0.317,-0.018,-0.409,-0.508,-0.582,-0.194,-2.230,-0.109,-0.537,-0.137,-0.242,-0.310,0.429,-0.087,0.314,0.111,-0.071,-0.082,0.053,-0.552,-0.160,-0.437,-0.137,0.101,2.163,0.539,-0.590,0.272,-2.437,-0.678,0.347,0.008,1.385,0.896,-0.880,0.496,-0.678,0.406,0.339,0.437,1.974,1.055,1.023,0.371,-2.008,-0.444,-0.606,1.836,0.383,1.123,-0.279,-0.212,-1.148,-0.669,-0.310,-0.003,-1.115,0.097,-0.493,2.881,2.329,-2.230,-2.304,-2.437,-0.537,-2.552,-0.815,-4.815,-2.852,-4.815,-3.382,-2.183,-1.947,-2.137,-2.409,
AFFX-BioB-M_at	101	0.434,1.434,-0.421,-0.262,0.200,-0.286,0.377,-0.593,-0.671,-0.202,-1.220,-0.585,-0.770,-0.886,-0.679,-0.868,0.255,0.109,-1.368,-1.973,-2.992,-1.914,-4.840,-1.805,-0.441,0.696,-0.374,0.449,-0.361,-0.615,-1.033,-0.107,-1.770,-0.191,-0.859,-0.615,-0.719,-0.623,0.619,-0.330,0.243,-0.162,0.281,-0.157,0.032,0.008,-0.151,-0.519,-0.070,0.052,1.774,0.191,-0.963,0.169,-2.703,-0.615,0.182,-0.118,1.597,0.255,-1.244,0.456,-1.118,0.076,0.264,0.542,1.997,0.840,1.010,0.301,-1.877,-0.008,-0.250,1.337,0.104,0.714,-0.695,-0.368,-1.476,-4.840,-0.023,-0.140,-1.086,-0.033,-0.762,3.222,2.818,-2.914,-4.840,-2.381,-2.805,-1.753,-2.280,-2.434,-1.476,-3.703,-4.840,-1.934,-4.840,-3.208,-4.840,
AFFX-BioB-3_at	101	-0.011,1.299,-1.011,-0.804,0.455,0.117,0.702,-1.103,-0.716,0.054,-1.236,-1.168,-1.253,-0.482,-0.996,-1.152,-0.064,-0.143,-4.289,-4.289,-4.289,-4.289,-4.289,-4.289,0.247,1.281,-0.034,1.693,-0.127,-2.056,-0.778,0.089,-1.363,-0.019,-1.056,-0.316,-0.669,0.004,0.203,-0.589,-0.087,0.742,0.909,-0.856,0.832,0.603,0.151,-1.326,0.103,0.061,2.343,-0.791,-1.087,0.054,-0.911,-0.728,0.433,0.018,1.677,0.632,-0.431,0.144,-1.589,1.380,-0.704,-0.227,2.079,-0.202,1.247,0.747,-1.363,-0.451,-0.753,1.022,-0.766,-0.316,-0.280,-0.669,-1.441,-3.152,-0.513,0.234,-1.363,-1.119,-1.103,3.329,2.848,-4.289,-4.289,-4.289,-4.289,-4.289,-4.289,-4.289,-4.289,-4.289,-4.289,-4.289,-4.289,-4.289,-4.289,
AFFX-BioC-5_at	101	0.306,1.188,-0.397,-0.212,0.215,-0.111,1.162,-0.585,-0.443,0.084,-0.736,-0.520,-0.699,-0.440,-0.680,-0.632,0.168,0.038,-6.235,-6.235,-6.235,-6.235,-6.235,-6.235,-0.149,0.723,0.275,1.027,0.231,-0.389,-0.695,0.207,-1.448,-0.203,-0.863,-0.228,-0.354,-0.304,0.623,0.260,0.781,-0.292,-0.166,0.025,-0.237,-0.318,-0.027,-0.591,-0.002,0.025,1.977,0.403,-0.736,0.116,-1.013,-0.711,0.548,0.205,1.484,0.647,-0.765,0.459,-0.788,0.794,0.387,0.341,1.896,0.701,0.908,0.743,-0.323,-0.012,0.045,1.639,0.314,0.993,-0.499,-0.402,-1.013,-0.430,0.272,0.021,-0.829,-0.083,-0.775,2.987,2.493,-2.017,-3.626,-1.656,-1.638,-1.033,-1.656,-1.523,-1.181,-2.065,-1.972,-1.877,-1.412,-1.884,-2.417,
AFFX-BioC-3_at	101	0.251,1.355,-0.625,-0.207,0.164,-0.168,1.158,-0.490,-0.399,0.110,-0.946,-0.666,-0.669,-0.648,-0.581,-0.533,0.182,-0.017,-6.242,-6.242,-6.242,-6.242,-6.242,-6.242,0.023,1.013,-0.025,0.812,0.387,-0.598,-0.793,0.186,-1.493,-0.090,-0.796,-0.168,-0.440,-0.345,0.811,0.412,0.889,-0.244,-0.319,-0.068,-0.115,-0.249,0.152,-0.694,0.110,0.082,2.176,-0.074,-0.709,0.025,-1.155,-0.625,0.591,0.209,1.618,0.685,-1.180,-0.008,-1.587,1.005,-0.045,0.352,1.985,0.083,0.844,0.621,0.121,0.004,0.036,1.671,0.406,1.046,-0.573,-0.222,-1.360,-1.885,0.372,0.013,-0.942,-0.222,-0.666,3.149,2.618,-5.172,-6.242,-6.242,-4.757,-4.041,-6.242,-4.610,-3.682,-6.242,-4.207,-2.783,-4.610,-6.242,-5.172,
AFFX-BioDn-5_at	101	0.336,1.321,-0.346,-0.251,-0.162,-0.258,0.242,-0.462,-0.498,0.238,-0.772,-0.374,-0.564,-0.372,-0.654,-0.659,0.288,-0.006,-6.652,-4.726,-6.652,-6.652,-6.652,-6.652,-0.346,0.657,0.018,0.139,-0.442,-0.698,-0.516,-0.199,-1.502,-0.352,-1.119,-0.525,-0.698,-0.573,0.414,-0.065,0.405,0.060,0.033,0.001,0.110,-0.096,-0.229,-0.466,-0.027,0.069,1.723,0.073,-0.951,0.450,-0.231,-1.134,0.267,0.035,0.993,0.501,-0.852,-0.025,-1.236,0.305,0.327,0.250,1.473,0.233,0.673,0.944,-0.686,0.232,0.341,1.133,-0.106,0.502,-0.186,-0.219,-1.049,-1.886,0.564,0.306,-0.806,0.099,-0.539,3.081,2.603,-1.625,-1.929,-1.442,-1.219,-0.811,-1.726,-1.378,-0.868,-1.577,-1.962,-1.150,-1.478,-1.539,-1.315,
AFFX-BioDn-3_at	101	0.217,1.140,-0.765,-0.148,-0.222,-0.034,0.418,-0.401,-0.407,0.361,-0.602,-0.309,0.184,-0.435,-0.553,-0.506,0.131,0.123,-5.013,-4.372,-5.782,-4.936,-4.266,-4.487,-0.361,0.305,0.221,0.498,-0.235,-0.577,-0.633,-0.261,-0.870,-0.229,-1.051,-0.220,-0.504,-0.435,0.173,-0.144,0.237,0.357,0.178,-0.001,0.291,-0.090,-0.005,-0.503,0.081,-0.011,1.719,0.424,-0.629,0.319,-0.527,-1.269,0.076,-0.076,1.146,0.318,-0.551,0.448,-0.624,0.737,0.727,0.567,1.586,0.826,0.936,1.032,-0.594,0.016,-0.002,1.071,-0.191,0.340,-0.061,-0.413,-0.822,-1.301,0.259,0.235,-0.951,-0.151,-0.604,2.080,1.850,-1.464,-2.256,-1.516,-1.356,-0.782,-1.598,-1.462,-0.831,-1.548,-1.536,-1.125,-1.379,-1.312,-1.456,
AFFX-CreX-5_at	101	0.564,1.321,-0.550,0.069,-1.160,-1.787,0.457,-0.347,-0.368,0.759,-0.498,-0.216,0.183,-0.114,-0.318,-0.415,0.321,0.335,-7.516,-7.864,-6.393,-6.323,-9.001,-8.001,-1.693,-0.681,0.728,0.511,-1.379,-0.117,-0.340,-1.326,-1.085,-1.701,-2.534,-1.763,-1.996,-2.000,-0.648,-1.125,-0.539,0.708,0.736,0.237,0.729,0.457,-1.545,-0.112,0.426,0.358,0.091,0.473,-0.466,0.958,-0.363,-2.357,-1.056,-1.261,0.003,-1.019,-0.741,-1.584,-0.830,0.447,0.668,0.404,-0.264,0.663,-0.800,1.024,-0.620,1.025,1.004,1.465,0.268,0.754,0.389,0.009,-0.715,-0.972,1.369,0.803,-0.521,0.380,-0.242,2.084,1.729,-0.781,-1.002,-0.413,-0.350,0.372,-0.609,-0.398,0.189,-0.400,-0.860,-0.013,-0.449,-0.652,-0.736,
